08:59 02/12/2021,09:00 02/12/2021,TAR,39.9,43.8,36.0,40.6,39.9,23,40.4
08:59 02/12/2021,09:00 02/12/2021,SD9,15.4,16.9,13.9,15.4,15.3,12,15.4
08:59 02/12/2021,09:00 02/12/2021,BCC,27.3,30.0,24.6,27.3,27.3,4,27.3
08:59 02/12/2021,08:09 02/12/2021,API,91.5,100.6,82.4,0.0,0.0,0,0.0
08:59 02/12/2021,08:09 02/12/2021,VC2,53.5,58.8,48.2,0.0,0.0,0,0.0
08:59 02/12/2021,08:09 02/12/2021,DTD,46.9,51.5,42.3,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,KLF,6.4,7.0,5.8,6.6,6.4,1785,6.5
08:59 02/12/2021,08:09 02/12/2021,TVD,13.7,15.0,12.4,0.0,0.0,0,0.0
08:59 02/12/2021,08:09 02/12/2021,HBS,17.3,19.0,15.6,0.0,0.0,0,0.0
08:59 02/12/2021,08:09 02/12/2021,NBC,19.7,21.6,17.8,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,DST,8.4,9.2,7.6,8.5,8.4,177,8.4
08:59 02/12/2021,09:00 02/12/2021,MBG,14.5,15.9,13.1,14.8,14.5,36,14.6
08:59 02/12/2021,09:00 02/12/2021,S99,23.9,26.2,21.6,23.9,23.8,238,23.9
08:59 02/12/2021,09:00 02/12/2021,MBS,42.4,46.6,38.2,42.6,42.5,18,42.5
08:59 02/12/2021,09:00 02/12/2021,PLC,42.5,46.7,38.3,42.5,42.5,15,42.5
08:59 02/12/2021,09:00 02/12/2021,NSH,14.7,16.1,13.3,14.7,14.7,2,14.7
08:59 02/12/2021,09:00 02/12/2021,DDG,30.3,33.3,27.3,30.3,30.3,3,30.3
08:59 02/12/2021,08:09 02/12/2021,SD6,8.7,9.5,7.9,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,CEO,38.4,42.2,34.6,39.5,38.4,303,39.2
08:59 02/12/2021,08:09 02/12/2021,HOM,10.3,11.3,9.3,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,CTC,7.8,8.5,7.1,8.1,7.9,20,8.1
08:59 02/12/2021,09:00 02/12/2021,CMS,29.2,32.1,26.3,29.1,27.0,11,27.0
08:59 02/12/2021,09:00 02/12/2021,DL1,13.4,14.7,12.1,13.5,13.3,184,13.5
08:59 02/12/2021,09:00 02/12/2021,NAG,13.3,14.6,12.0,13.2,13.2,10,13.2
08:59 02/12/2021,08:09 02/12/2021,BVS,41.7,45.8,37.6,0.0,0.0,0,0.0
08:59 02/12/2021,08:09 02/12/2021,CVN,12.9,14.1,11.7,0.0,0.0,0,0.0
08:59 02/12/2021,08:09 02/12/2021,VC7,25.5,28.0,23.0,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,DVG,22.9,25.1,20.7,23.0,22.9,31,23.0
08:59 02/12/2021,08:09 02/12/2021,DXP,23.6,25.9,21.3,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,IDJ,58.0,63.8,52.2,58.5,58.1,4,58.5
08:59 02/12/2021,09:00 02/12/2021,IDC,75.0,82.5,67.5,75.0,75.0,7,75.0
08:59 02/12/2021,09:00 02/12/2021,NDN,22.5,24.7,20.3,22.6,22.4,69,22.4
08:59 02/12/2021,09:00 02/12/2021,NVB,29.5,32.4,26.6,29.5,29.5,1,29.5
08:59 02/12/2021,09:00 02/12/2021,ART,15.8,17.3,14.3,16.1,15.7,161,15.9
08:59 02/12/2021,09:00 02/12/2021,KVC,8.4,9.2,7.6,9.0,8.4,99,8.5
08:59 02/12/2021,09:00 02/12/2021,SDA,60.8,66.8,54.8,54.8,54.8,178,54.8
08:59 02/12/2021,09:00 02/12/2021,PV2,9.1,10.0,8.2,9.1,9.1,1,9.1
08:59 02/12/2021,09:00 02/12/2021,MCO,10.0,11.0,9.0,10.1,10.1,3,10.1
08:59 02/12/2021,09:00 02/12/2021,VTV,10.0,11.0,9.0,10.2,10.0,6,10.2
08:59 02/12/2021,09:00 02/12/2021,SVN,7.4,8.1,6.7,7.4,7.4,3,7.4
08:59 02/12/2021,08:09 02/12/2021,NTP,63.7,70.0,57.4,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,TTH,7.6,8.3,6.9,7.6,7.5,140,7.6
08:59 02/12/2021,08:09 02/12/2021,VC3,53.6,58.9,48.3,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,PVS,26.0,28.6,23.4,26.0,25.8,423,25.8
08:59 02/12/2021,08:09 02/12/2021,TC6,12.8,14.0,11.6,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,TIG,19.9,21.8,18.0,19.9,19.9,1,19.9
08:59 02/12/2021,08:09 02/12/2021,BTS,12.6,13.8,11.4,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,GKM,37.6,41.3,33.9,37.6,37.5,30,37.6
08:59 02/12/2021,09:00 02/12/2021,PVG,15.0,16.5,13.5,15.0,15.0,1,15.0
08:59 02/12/2021,09:00 02/12/2021,PVL,22.1,24.3,19.9,22.9,22.1,151,22.1
08:59 02/12/2021,09:00 02/12/2021,TDT,14.5,15.9,13.1,14.5,14.5,68,14.5
08:59 02/12/2021,09:00 02/12/2021,TVC,23.5,25.8,21.2,23.5,23.3,619,23.4
08:59 02/12/2021,09:00 02/12/2021,AMV,14.9,16.3,13.5,14.9,14.7,166,14.9
08:59 02/12/2021,08:09 02/12/2021,DTC,12.5,13.7,11.3,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,C69,18.8,20.6,17.0,19.2,18.9,33,19.2
08:59 02/12/2021,08:09 02/12/2021,KSF,71.2,78.3,64.1,0.0,0.0,0,0.0
08:59 02/12/2021,08:09 02/12/2021,CSC,126.7,139.3,114.1,0.0,0.0,0,0.0
08:59 02/12/2021,09:00 02/12/2021,BNA,46.2,50.8,41.6,46.2,46.2,58,46.2
08:59 02/12/2021,08:09 02/12/2021,BII,14.9,16.3,13.5,0.0,0.0,0,0.0
09:04 02/12/2021,09:05 02/12/2021,VHE,11.7,12.8,10.6,11.7,11.3,255,11.3
09:04 02/12/2021,09:05 02/12/2021,SPI,12.9,14.1,11.7,0.0,0.0,0,0.0
09:04 02/12/2021,09:05 02/12/2021,WSS,16.5,18.1,14.9,16.8,16.6,18,16.7
09:04 02/12/2021,09:05 02/12/2021,LIG,17.9,19.6,16.2,17.9,17.4,126,17.4
09:04 02/12/2021,09:05 02/12/2021,THT,14.0,15.4,12.6,0.0,0.0,0,0.0
09:04 02/12/2021,09:05 02/12/2021,VGS,48.4,53.2,43.6,48.4,47.9,39,47.9
09:04 02/12/2021,09:05 02/12/2021,APS,50.4,55.4,45.4,52.0,50.5,117,51.4
09:04 02/12/2021,09:05 02/12/2021,FID,8.9,9.7,8.1,9.5,8.9,222,9.3
09:04 02/12/2021,09:05 02/12/2021,HHG,7.2,7.9,6.5,7.5,7.2,536,7.4
09:04 02/12/2021,09:05 02/12/2021,IPA,66.0,72.6,59.4,66.5,65.6,112,65.6
09:04 02/12/2021,09:05 02/12/2021,MST,18.9,20.7,17.1,19.0,18.9,8,19.0
09:04 02/12/2021,09:05 02/12/2021,SHS,53.3,58.6,48.0,53.4,53.0,2488,53.3
09:04 02/12/2021,09:05 02/12/2021,PHP,29.3,32.2,26.4,29.3,29.3,1,29.3
09:04 02/12/2021,09:05 02/12/2021,PSD,31.1,34.2,28.0,0.0,0.0,0,0.0
09:04 02/12/2021,09:05 02/12/2021,AAV,26.9,29.5,24.3,27.3,27.0,63,27.3
09:04 02/12/2021,09:05 02/12/2021,ITQ,10.4,11.4,9.4,10.5,10.4,390,10.4
09:04 02/12/2021,09:05 02/12/2021,NRC,29.1,32.0,26.2,29.3,29.1,552,29.3
09:04 02/12/2021,09:05 02/12/2021,LAS,23.3,25.6,21.0,23.3,23.3,4,23.3
09:04 02/12/2021,09:05 02/12/2021,SRA,12.4,13.6,11.2,12.4,12.3,248,12.3
09:04 02/12/2021,09:05 02/12/2021,SD5,13.4,14.7,12.1,0.0,0.0,0,0.0
09:04 02/12/2021,09:05 02/12/2021,EVS,40.9,44.9,36.9,40.9,40.9,201,40.9
09:04 02/12/2021,09:05 02/12/2021,OCH,9.7,10.6,8.8,9.7,9.7,22,9.7
09:04 02/12/2021,09:05 02/12/2021,KSQ,8.4,9.2,7.6,8.4,8.3,22,8.3
09:04 02/12/2021,09:05 02/12/2021,BAB,23.2,25.5,20.9,23.5,23.3,53,23.5
09:04 02/12/2021,09:05 02/12/2021,PVI,47.5,52.2,42.8,0.0,0.0,0,0.0
09:04 02/12/2021,09:05 02/12/2021,MAC,10.6,11.6,9.6,11.4,10.6,537,11.4
09:04 02/12/2021,09:05 02/12/2021,IVS,22.0,24.2,19.8,22.0,21.1,71,21.4
09:04 02/12/2021,09:05 02/12/2021,PSI,19.1,21.0,17.2,19.2,19.1,31,19.1
09:04 02/12/2021,09:05 02/12/2021,NDX,12.2,13.4,11.0,12.2,11.8,19,12.2
09:04 02/12/2021,09:05 02/12/2021,VIG,17.2,18.9,15.5,18.9,17.8,2836,18.8
09:04 02/12/2021,09:05 02/12/2021,TNG,32.3,35.5,29.1,32.8,32.3,218,32.8
09:04 02/12/2021,09:05 02/12/2021,HUT,18.3,20.1,16.5,20.1,18.5,1827,19.5
09:04 02/12/2021,09:01 02/12/2021,SCG,83.4,91.7,75.1,0.0,0.0,0,0.0
09:04 02/12/2021,09:05 02/12/2021,SCI,40.9,44.9,36.9,0.0,0.0,0,0.0
09:04 02/12/2021,09:05 02/12/2021,PCG,10.9,11.9,9.9,10.9,10.9,3,10.9
09:04 02/12/2021,09:05 02/12/2021,VCS,120.9,132.9,108.9,122.9,121.2,16,122.9
09:04 02/12/2021,09:05 02/12/2021,THD,252.6,277.8,227.4,253.0,235.5,209,253.0
09:04 02/12/2021,09:05 02/12/2021,VKC,13.8,15.1,12.5,13.8,13.8,13,13.8
09:04 02/12/2021,09:05 02/12/2021,PVC,13.4,14.7,12.1,13.4,13.4,174,13.4
09:04 02/12/2021,09:05 02/12/2021,VC9,18.2,20.0,16.4,20.0,19.0,989,20.0
09:04 02/12/2021,09:05 02/12/2021,TA9,16.0,17.6,14.4,16.0,16.0,2,16.0
09:04 02/12/2021,09:05 02/12/2021,TAR,39.9,43.8,36.0,40.6,39.9,143,40.5
09:04 02/12/2021,09:05 02/12/2021,SD9,15.4,16.9,13.9,15.4,15.3,35,15.4
09:04 02/12/2021,09:05 02/12/2021,BCC,27.3,30.0,24.6,27.3,26.7,715,27.2
09:04 02/12/2021,09:05 02/12/2021,API,91.5,100.6,82.4,0.0,0.0,0,0.0
09:04 02/12/2021,09:02 02/12/2021,VC2,53.5,58.8,48.2,0.0,0.0,0,0.0
09:04 02/12/2021,09:05 02/12/2021,DTD,46.9,51.5,42.3,46.4,46.4,20,46.4
09:04 02/12/2021,09:05 02/12/2021,KLF,6.4,7.0,5.8,6.6,6.4,2906,6.6
09:04 02/12/2021,09:05 02/12/2021,TVD,13.7,15.0,12.4,13.9,13.9,3,13.9
09:04 02/12/2021,09:05 02/12/2021,HBS,17.3,19.0,15.6,17.6,17.6,1,17.6
09:04 02/12/2021,09:05 02/12/2021,NBC,19.7,21.6,17.8,20.0,20.0,8,20.0
09:04 02/12/2021,09:05 02/12/2021,DST,8.4,9.2,7.6,8.6,8.4,407,8.5
09:04 02/12/2021,09:05 02/12/2021,MBG,14.5,15.9,13.1,14.8,14.5,347,14.8
09:04 02/12/2021,09:05 02/12/2021,S99,23.9,26.2,21.6,23.9,23.7,444,23.8
09:04 02/12/2021,09:05 02/12/2021,MBS,42.4,46.6,38.2,42.6,42.5,189,42.6
09:04 02/12/2021,09:05 02/12/2021,PLC,42.5,46.7,38.3,43.1,42.5,90,43.0
09:04 02/12/2021,09:05 02/12/2021,NSH,14.7,16.1,13.3,14.7,14.7,13,14.7
09:04 02/12/2021,09:05 02/12/2021,DDG,30.3,33.3,27.3,30.3,30.1,37,30.1
09:04 02/12/2021,09:05 02/12/2021,SD6,8.7,9.5,7.9,8.7,8.7,2,8.7
